N,P,K,pH,Humidity,Temperature,Rainfall,CropYield,District,SoilType,CropName
133,68,93,6.1,90,30,1950,1870,Siliguri,Red and Laterite Soil,Potato
118,60,81,5.8,82,26,1830,1740,Siliguri,Red and Laterite Soil,Potato
124,63,85,6,84,27,1890,1790,Siliguri,Red and Laterite Soil,Potato
114,57,80,5.6,80,26,1850,1720,Siliguri,Red and Laterite Soil,Potato
129,65,89,6,87,28,1910,1830,Siliguri,Red and Laterite Soil,Potato
134,68,94,6.1,90,30,1950,1880,Siliguri,Red and Laterite Soil,Potato
96,47,66,5.6,84,26,1890,1840,Siliguri,Red and Laterite Soil,Maize
102,51,70,5.7,83,25,1870,1770,Siliguri,Red and Laterite Soil,Maize
90,44,60,5.4,81,27,1940,1910,Siliguri,Red and Laterite Soil,Maize
108,54,74,5.7,85,28,1990,1980,Siliguri,Red and Laterite Soil,Maize
98,49,69,5.6,85,26,1900,1860,Siliguri,Red and Laterite Soil,Maize
104,53,71,5.7,84,25,1880,1790,Siliguri,Red and Laterite Soil,Maize
93,46,63,5.5,82,27,1950,1930,Siliguri,Red and Laterite Soil,Maize
111,56,76,5.7,86,28,2000,2010,Siliguri,Red and Laterite Soil,Maize
101,50,71,5.8,83,24,1800,1710,Siliguri,Red and Laterite Soil,Maize
97,48,67,5.6,84,26,1890,1850,Siliguri,Red and Laterite Soil,Maize
103,52,71,5.7,83,25,1870,1780,Siliguri,Red and Laterite Soil,Maize
91,45,61,5.5,81,27,1940,1920,Siliguri,Red and Laterite Soil,Maize
109,55,75,5.7,85,28,1990,1990,Siliguri,Red and Laterite Soil,Maize
99,49,69,5.6,85,26,1900,1860,Siliguri,Red and Laterite Soil,Maize
105,53,71,5.7,84,25,1880,1790,Siliguri,Red and Laterite Soil,Maize
94,46,64,5.5,82,27,1950,1930,Siliguri,Red and Laterite Soil,Maize
112,56,77,5.7,86,28,2000,2010,Siliguri,Red and Laterite Soil,Maize
102,51,70,5.7,83,25,1870,1770,Siliguri,Red and Laterite Soil,Maize
100,50,70,5.8,83,24,1800,1700,Siliguri,Red and Laterite Soil,Maize
96,48,66,5.6,84,26,1890,1850,Siliguri,Red and Laterite Soil,Maize
103,52,71,5.7,83,25,1870,1780,Siliguri,Red and Laterite Soil,Maize
91,45,61,5.5,81,27,1940,1920,Siliguri,Red and Laterite Soil,Maize
109,55,75,5.7,85,28,1990,1990,Siliguri,Red and Laterite Soil,Maize
99,49,69,5.6,85,26,1900,1860,Siliguri,Red and Laterite Soil,Maize
106,53,73,5.7,84,25,1880,1800,Siliguri,Red and Laterite Soil,Maize
95,47,65,5.6,82,27,1950,1940,Siliguri,Red and Laterite Soil,Maize
113,57,78,5.7,86,28,2010,2020,Siliguri,Red and Laterite Soil,Maize
103,52,71,5.7,83,25,1870,1780,Siliguri,Red and Laterite Soil,Maize
101,50,70,5.8,83,24,1800,1700,Siliguri,Red and Laterite Soil,Maize
97,48,67,5.6,84,26,1890,1850,Siliguri,Red and Laterite Soil,Maize
104,52,72,5.7,83,25,1870,1790,Siliguri,Red and Laterite Soil,Maize
92,45,61,5.5,81,27,1940,1920,Siliguri,Red and Laterite Soil,Maize
110,55,75,5.7,85,28,1990,1990,Siliguri,Red and Laterite Soil,Maize
100,50,70,5.8,83,24,1800,1700,Siliguri,Red and Laterite Soil,Maize
98,48,68,5.6,85,26,1900,1860,Siliguri,Red and Laterite Soil,Maize
105,53,72,5.7,84,25,1880,1790,Siliguri,Red and Laterite Soil,Maize
93,46,62,5.5,82,27,1950,1930,Siliguri,Red and Laterite Soil,Maize
111,56,76,5.7,86,28,2000,2010,Siliguri,Red and Laterite Soil,Maize
101,51,71,5.8,83,25,1800,1710,Siliguri,Red and Laterite Soil,Maize
99,49,69,5.6,85,26,1900,1860,Siliguri,Red and Laterite Soil,Maize
106,53,73,5.7,84,25,1880,1800,Siliguri,Red and Laterite Soil,Maize
94,47,65,5.6,82,27,1950,1940,Siliguri,Red and Laterite Soil,Maize
112,57,77,5.7,86,28,2010,2020,Siliguri,Red and Laterite Soil,Maize
98,48,68,5.6,85,26,1900,1850,Siliguri,Red and Laterite Soil,Maize
105,52,72,5.7,84,25,1880,1780,Siliguri,Red and Laterite Soil,Maize
92,45,62,5.5,82,27,1950,1920,Siliguri,Red and Laterite Soil,Maize
110,55,75,5.7,86,28,2000,2000,Siliguri,Red and Laterite Soil,Maize
100,50,70,5.8,83,24,1800,1700,Siliguri,Red and Laterite Soil,Maize
85,40,52,5.3,81,23,1750,1600,Siliguri,Red and Laterite Soil,Tea
80,38,50,5.2,79,25,1700,1550,Siliguri,Red and Laterite Soil,Tea
88,44,58,5.5,82,27,1780,1650,Siliguri,Red and Laterite Soil,Tea
82,40,54,5.4,80,26,1720,1580,Siliguri,Red and Laterite Soil,Tea
86,41,53,5.3,82,23,1770,1620,Siliguri,Red and Laterite Soil,Tea
81,39,51,5.2,80,25,1720,1570,Siliguri,Red and Laterite Soil,Tea
89,45,59,5.5,83,27,1800,1660,Siliguri,Red and Laterite Soil,Tea
83,41,55,5.4,81,26,1740,1590,Siliguri,Red and Laterite Soil,Tea
87,42,56,5.5,82,24,1780,1630,Siliguri,Red and Laterite Soil,Tea
84,40,53,5.3,80,25,1730,1580,Siliguri,Red and Laterite Soil,Tea
85,39,51,5.2,81,23,1760,1610,Siliguri,Red and Laterite Soil,Tea
88,43,57,5.4,82,27,1790,1640,Siliguri,Red and Laterite Soil,Tea
82,40,54,5.4,80,26,1720,1580,Siliguri,Red and Laterite Soil,Tea
86,41,53,5.3,82,23,1770,1620,Siliguri,Red and Laterite Soil,Tea
81,39,51,5.2,80,25,1720,1570,Siliguri,Red and Laterite Soil,Tea
89,45,59,5.5,83,27,1800,1660,Siliguri,Red and Laterite Soil,Tea
83,41,55,5.4,81,26,1740,1590,Siliguri,Red and Laterite Soil,Tea
87,42,56,5.5,82,24,1780,1630,Siliguri,Red and Laterite Soil,Tea
84,40,53,5.3,80,25,1730,1580,Siliguri,Red and Laterite Soil,Tea
85,39,51,5.2,81,23,1760,1610,Siliguri,Red and Laterite Soil,Tea
88,43,57,5.4,82,27,1790,1640,Siliguri,Red and Laterite Soil,Tea
82,40,54,5.4,80,26,1720,1580,Siliguri,Red and Laterite Soil,Tea
86,41,53,5.3,82,23,1770,1620,Siliguri,Red and Laterite Soil,Tea
81,39,51,5.2,80,25,1720,1570,Siliguri,Red and Laterite Soil,Tea
89,45,59,5.5,83,27,1800,1660,Siliguri,Red and Laterite Soil,Tea
83,41,55,5.4,81,26,1740,1590,Siliguri,Red and Laterite Soil,Tea
87,42,56,5.5,82,24,1780,1630,Siliguri,Red and Laterite Soil,Tea
84,40,53,5.3,80,25,1730,1580,Siliguri,Red and Laterite Soil,Tea
85,39,51,5.2,81,23,1760,1610,Siliguri,Red and Laterite Soil,Tea
88,43,57,5.4,82,27,1790,1640,Siliguri,Red and Laterite Soil,Tea
82,40,54,5.4,80,26,1720,1580,Siliguri,Red and Laterite Soil,Tea
86,41,53,5.3,82,23,1770,1620,Siliguri,Red and Laterite Soil,Tea
81,39,51,5.2,80,25,1720,1570,Siliguri,Red and Laterite Soil,Tea
89,45,59,5.5,83,27,1800,1660,Siliguri,Red and Laterite Soil,Tea
83,41,55,5.4,81,26,1740,1590,Siliguri,Red and Laterite Soil,Tea
87,42,56,5.5,82,24,1780,1630,Siliguri,Red and Laterite Soil,Tea
84,40,53,5.3,80,25,1730,1580,Siliguri,Red and Laterite Soil,Tea
85,39,51,5.2,81,23,1760,1610,Siliguri,Red and Laterite Soil,Tea
88,43,57,5.4,82,27,1790,1640,Siliguri,Red and Laterite Soil,Tea
82,40,54,5.4,80,26,1720,1580,Siliguri,Red and Laterite Soil,Tea
86,41,53,5.3,82,23,1770,1620,Siliguri,Red and Laterite Soil,Tea
81,39,51,5.2,80,25,1720,1570,Siliguri,Red and Laterite Soil,Tea
89,45,59,5.5,83,27,1800,1660,Siliguri,Red and Laterite Soil,Tea
83,41,55,5.4,81,26,1740,1590,Siliguri,Red and Laterite Soil,Tea
87,42,56,5.5,82,24,1780,1630,Siliguri,Red and Laterite Soil,Tea
84,40,53,5.3,80,25,1730,1580,Siliguri,Red and Laterite Soil,Tea
85,39,51,5.2,81,23,1760,1610,Siliguri,Red and Laterite Soil,Tea
88,43,57,5.4,82,27,1790,1640,Siliguri,Red and Laterite Soil,Tea
82,40,54,5.4,80,26,1720,1580,Siliguri,Red and Laterite Soil,Tea
86,41,53,5.3,82,23,1770,1620,Siliguri,Red and Laterite Soil,Tea
81,39,51,5.2,80,25,1720,1570,Siliguri,Red and Laterite Soil,Tea
89,45,59,5.5,83,27,1800,1660,Siliguri,Red and Laterite Soil,Tea
83,41,55,5.4,81,26,1740,1590,Siliguri,Red and Laterite Soil,Tea
87,42,56,5.5,82,24,1780,1630,Siliguri,Red and Laterite Soil,Tea
84,40,53,5.3,80,25,1730,1580,Siliguri,Red and Laterite Soil,Tea
85,39,51,5.2,81,23,1760,1610,Siliguri,Red and Laterite Soil,Tea
88,43,57,5.4,82,27,1790,1640,Siliguri,Red and Laterite Soil,Tea
82,40,54,5.4,80,26,1720,1580,Siliguri,Red and Laterite Soil,Tea
86,41,53,5.3,82,23,1770,1620,Siliguri,Red and Laterite Soil,Tea
81,39,51,5.2,80,25,1720,1570,Siliguri,Red and Laterite Soil,Tea
89,45,59,5.5,83,27,1800,1660,Siliguri,Red and Laterite Soil,Tea
83,41,55,5.4,81,26,1740,1590,Siliguri,Red and Laterite Soil,Tea
87,42,56,5.5,82,24,1780,1630,Siliguri,Red and Laterite Soil,Tea
84,40,53,5.3,80,25,1730,1580,Siliguri,Red and Laterite Soil,Tea
85,39,51,5.2,81,23,1760,1610,Siliguri,Red and Laterite Soil,Tea
88,43,57,5.4,82,27,1790,1640,Siliguri,Red and Laterite Soil,Tea
82,40,54,5.4,80,26,1720,1580,Siliguri,Red and Laterite Soil,Tea
86,41,53,5.3,82,23,1770,1620,Siliguri,Red and Laterite Soil,Tea
81,39,51,5.2,80,25,1720,1570,Siliguri,Red and Laterite Soil,Tea
89,45,59,5.5,83,27,1800,1660,Siliguri,Red and Laterite Soil,Tea
83,41,55,5.4,81,26,1740,1590,Siliguri,Red and Laterite Soil,Tea
87,42,56,5.5,82,24,1780,1630,Siliguri,Red and Laterite Soil,Tea
84,40,53,5.3,80,25,1730,1580,Siliguri,Red and Laterite Soil,Tea
85,39,51,5.2,81,23,1760,1610,Siliguri,Red and Laterite Soil,Tea
88,43,57,5.4,82,27,1790,1640,Siliguri,Red and Laterite Soil,Tea
82,40,54,5.4,80,26,1720,1580,Siliguri,Red and Laterite Soil,Tea
86,41,53,5.3,82,23,1770,1620,Siliguri,Red and Laterite Soil,Tea
81,39,51,5.2,80,25,1720,1570,Siliguri,Red and Laterite Soil,Tea
89,45,59,5.5,83,27,1800,1660,Siliguri,Red and Laterite Soil,Tea
83,41,55,5.4,81,26,1740,1590,Siliguri,Red and Laterite Soil,Tea
87,42,56,5.5,82,24,1780,1630,Siliguri,Red and Laterite Soil,Tea
115,58,78,5.6,83,26,1880,1750,Siliguri,Red and Laterite Soil,Rice
120,60,80,5.7,82,25,1850,1800,Siliguri,Red and Laterite Soil,Rice
110,55,75,5.5,80,27,1900,1700,Siliguri,Red and Laterite Soil,Rice
125,62,85,5.8,84,28,1950,1880,Siliguri,Red and Laterite Soil,Rice
105,52,72,5.4,78,24,1800,1650,Siliguri,Red and Laterite Soil,Rice
112,56,76,5.6,82,26,1880,1750,Siliguri,Red and Laterite Soil,Rice
118,59,79,5.7,81,25,1850,1800,Siliguri,Red and Laterite Soil,Rice
108,54,74,5.5,79,27,1900,1700,Siliguri,Red and Laterite Soil,Rice
123,61,84,5.8,83,28,1950,1880,Siliguri,Red and Laterite Soil,Rice
103,51,70,5.4,77,24,1800,1650,Siliguri,Red and Laterite Soil,Rice
117,58,78,5.6,83,26,1880,1750,Siliguri,Red and Laterite Soil,Rice
122,61,82,5.7,82,25,1850,1800,Siliguri,Red and Laterite Soil,Rice
112,56,75,5.5,80,27,1900,1700,Siliguri,Red and Laterite Soil,Rice
127,63,86,5.8,84,28,1950,1880,Siliguri,Red and Laterite Soil,Rice
107,53,72,5.4,78,24,1800,1650,Siliguri,Red and Laterite Soil,Rice
113,57,77,5.6,83,26,1880,1750,Siliguri,Red and Laterite Soil,Rice
119,59,80,5.7,82,25,1850,1800,Siliguri,Red and Laterite Soil,Rice
109,54,74,5.5,80,27,1900,1700,Siliguri,Red and Laterite Soil,Rice
124,62,85,5.8,84,28,1950,1880,Siliguri,Red and Laterite Soil,Rice
104,52,71,5.4,78,24,1800,1650,Siliguri,Red and Laterite Soil,Rice
116,58,78,5.6,83,26,1880,1750,Siliguri,Red and Laterite Soil,Rice
121,61,81,5.7,82,25,1850,1800,Siliguri,Red and Laterite Soil,Rice
111,56,75,5.5,80,27,1900,1700,Siliguri,Red and Laterite Soil,Rice
126,63,85,5.8,84,28,1950,1880,Siliguri,Red and Laterite Soil,Rice
106,53,72,5.4,78,24,1800,1650,Siliguri,Red and Laterite Soil,Rice
114,57,77,5.6,83,26,1880,1750,Siliguri,Red and Laterite Soil,Rice
118,59,80,5.7,82,25,1850,1800,Siliguri,Red and Laterite Soil,Rice
108,54,74,5.5,80,27,1900,1700,Siliguri,Red and Laterite Soil,Rice
123,62,85,5.8,84,28,1950,1880,Siliguri,Red and Laterite Soil,Rice
103,52,71,5.4,78,24,1800,1650,Siliguri,Red and Laterite Soil,Rice
116,58,78,5.6,83,26,1880,1750,Siliguri,Red and Laterite Soil,Rice
121,61,81,5.7,82,25,1850,1800,Siliguri,Red and Laterite Soil,Rice
111,56,75,5.5,80,27,1900,1700,Siliguri,Red and Laterite Soil,Rice
126,63,85,5.8,84,28,1950,1880,Siliguri,Red and Laterite Soil,Rice
106,53,72,5.4,78,24,1800,1650,Siliguri,Red and Laterite Soil,Rice
114,57,77,5.6,83,26,1880,1750,Siliguri,Red and Laterite Soil,Rice
118,59,80,5.7,82,25,1850,1800,Siliguri,Red and Laterite Soil,Rice
108,54,74,5.5,80,27,1900,1700,Siliguri,Red and Laterite Soil,Rice
123,62,85,5.8,84,28,1950,1880,Siliguri,Red and Laterite Soil,Rice
103,52,71,5.4,78,24,1800,1650,Siliguri,Red and Laterite Soil,Rice
116,58,78,5.6,83,26,1880,1750,Siliguri,Red and Laterite Soil,Rice
121,61,81,5.7,82,25,1850,1800,Siliguri,Red and Laterite Soil,Rice
111,56,75,5.5,80,27,1900,1700,Siliguri,Red and Laterite Soil,Rice
126,63,85,5.8,84,28,1950,1880,Siliguri,Red and Laterite Soil,Rice
106,53,72,5.4,78,24,1800,1650,Siliguri,Red and Laterite Soil,Rice
114,57,77,5.6,83,26,1880,1750,Siliguri,Red and Laterite Soil,Rice
118,59,80,5.7,82,25,1850,1800,Siliguri,Red and Laterite Soil,Rice
108,54,74,5.5,80,27,1900,1700,Siliguri,Red and Laterite Soil,Rice
123,62,85,5.8,84,28,1950,1880,Siliguri,Red and Laterite Soil,Rice
103,52,71,5.4,78,24,1800,1650,Siliguri,Red and Laterite Soil,Rice
116,58,78,5.6,83,26,1880,1750,Siliguri,Red and Laterite Soil,Rice
121,61,81,5.7,82,25,1850,1800,Siliguri,Red and Laterite Soil,Rice
111,56,75,5.5,80,27,1900,1700,Siliguri,Red and Laterite Soil,Rice
126,63,85,5.8,84,28,1950,1880,Siliguri,Red and Laterite Soil,Rice
106,53,72,5.4,78,24,1800,1650,Siliguri,Red and Laterite Soil,Rice
114,57,77,5.6,83,26,1880,1750,Siliguri,Red and Laterite Soil,Rice
118,59,80,5.7,82,25,1850,1800,Siliguri,Red and Laterite Soil,Rice
108,54,74,5.5,80,27,1900,1700,Siliguri,Red and Laterite Soil,Rice
123,62,85,5.8,84,28,1950,1880,Siliguri,Red and Laterite Soil,Rice
103,52,71,5.4,78,24,1800,1650,Siliguri,Red and Laterite Soil,Rice
116,58,78,5.6,83,26,1880,1750,Siliguri,Red and Laterite Soil,Rice
121,61,81,5.7,82,25,1850,1800,Siliguri,Red and Laterite Soil,Rice
111,56,75,5.5,80,27,1900,1700,Siliguri,Red and Laterite Soil,Rice
126,63,85,5.8,84,28,1950,1880,Siliguri,Red and Laterite Soil,Rice
106,53,72,5.4,78,24,1800,1650,Siliguri,Red and Laterite Soil,Rice
114,57,77,5.6,83,26,1880,1750,Siliguri,Red and Laterite Soil,Rice
118,59,80,5.7,82,25,1850,1800,Siliguri,Red and Laterite Soil,Rice
108,54,74,5.5,80,27,1900,1700,Siliguri,Red and Laterite Soil,Rice
123,62,85,5.8,84,28,1950,1880,Siliguri,Red and Laterite Soil,Rice
103,52,71,5.4,78,24,1800,1650,Siliguri,Red and Laterite Soil,Rice
116,58,78,5.6,83,26,1880,1750,Siliguri,Red and Laterite Soil,Rice
121,61,81,5.7,82,25,1850,1800,Siliguri,Red and Laterite Soil,Rice
111,56,75,5.5,80,27,1900,1700,Siliguri,Red and Laterite Soil,Rice
126,63,85,5.8,84,28,1950,1880,Siliguri,Red and Laterite Soil,Rice
35,18,28,6.2,74,26,1350,700,Birbhum,Red and Laterite Soil,Pearlmillet
40,22,32,6.5,72,27,1450,750,Birbhum,Red and Laterite Soil,Pearlmillet
32,16,25,6,76,25,1250,650,Birbhum,Red and Laterite Soil,Pearlmillet
38,20,30,6.3,73,24,1400,780,Birbhum,Red and Laterite Soil,Pearlmillet
42,24,35,6.7,70,28,1550,820,Birbhum,Red and Laterite Soil,Pearlmillet
37,19,29,6.4,75,26,1375,725,Birbhum,Red and Laterite Soil,Pearlmillet
41,23,33,6.6,71,27,1475,775,Birbhum,Red and Laterite Soil,Pearlmillet
33,17,26,6.1,77,25,1275,675,Birbhum,Red and Laterite Soil,Pearlmillet
39,21,31,6.4,74,24,1425,785,Birbhum,Red and Laterite Soil,Pearlmillet
43,25,36,6.8,71,28,1575,825,Birbhum,Red and Laterite Soil,Pearlmillet
36,18,28,6.3,76,27,1375,725,Birbhum,Red and Laterite Soil,Pearlmillet
40,22,32,6.6,72,28,1475,775,Birbhum,Red and Laterite Soil,Pearlmillet
34,17,26,6.2,78,26,1275,675,Birbhum,Red and Laterite Soil,Pearlmillet
38,20,30,6.5,75,25,1425,785,Birbhum,Red and Laterite Soil,Pearlmillet
42,24,35,6.9,72,29,1575,825,Birbhum,Red and Laterite Soil,Pearlmillet
37,19,29,6.5,77,27,1375,725,Birbhum,Red and Laterite Soil,Pearlmillet
41,23,33,6.7,73,28,1475,775,Birbhum,Red and Laterite Soil,Pearlmillet
35,17,27,6.1,79,26,1275,675,Birbhum,Red and Laterite Soil,Pearlmillet
39,21,31,6.6,76,25,1425,785,Birbhum,Red and Laterite Soil,Pearlmillet
43,25,36,7,73,30,1575,825,Birbhum,Red and Laterite Soil,Pearlmillet
36,18,28,6.4,78,28,1375,725,Birbhum,Red and Laterite Soil,Pearlmillet
40,22,32,6.8,74,29,1475,775,Birbhum,Red and Laterite Soil,Pearlmillet
34,17,26,6.3,80,27,1275,675,Birbhum,Red and Laterite Soil,Pearlmillet
38,20,30,6.7,77,26,1425,785,Birbhum,Red and Laterite Soil,Pearlmillet
42,24,35,7.1,74,31,1575,825,Birbhum,Red and Laterite Soil,Pearlmillet
37,19,29,6.6,79,29,1375,725,Birbhum,Red and Laterite Soil,Pearlmillet
41,23,33,6.9,75,30,1475,775,Birbhum,Red and Laterite Soil,Pearlmillet
35,17,27,6.2,81,28,1275,675,Birbhum,Red and Laterite Soil,Pearlmillet
39,21,31,6.7,78,27,1425,785,Birbhum,Red and Laterite Soil,Pearlmillet
43,25,36,7.2,75,32,1575,825,Birbhum,Red and Laterite Soil,Pearlmillet
36,18,28,6.5,80,30,1375,725,Birbhum,Red and Laterite Soil,Pearlmillet
40,22,32,6.9,76,31,1475,775,Birbhum,Red and Laterite Soil,Pearlmillet
34,17,26,6.4,82,28,1275,675,Birbhum,Red and Laterite Soil,Pearlmillet
38,20,30,6.8,79,29,1425,785,Birbhum,Red and Laterite Soil,Pearlmillet
42,24,35,7.3,76,33,1575,825,Birbhum,Red and Laterite Soil,Pearlmillet
37,19,29,6.7,81,31,1375,725,Birbhum,Red and Laterite Soil,Pearlmillet
41,23,33,7,77,32,1475,775,Birbhum,Red and Laterite Soil,Pearlmillet
35,17,27,6.3,83,29,1275,675,Birbhum,Red and Laterite Soil,Pearlmillet
39,21,31,6.8,80,28,1425,785,Birbhum,Red and Laterite Soil,Pearlmillet
43,25,36,7.4,77,34,1575,825,Birbhum,Red and Laterite Soil,Pearlmillet
36,18,28,6.6,82,32,1375,725,Birbhum,Red and Laterite Soil,Pearlmillet
40,22,32,7.1,78,33,1475,775,Birbhum,Red and Laterite Soil,Pearlmillet
34,17,26,6.5,84,30,1275,675,Birbhum,Red and Laterite Soil,Pearlmillet
38,20,30,6.9,81,29,1425,785,Birbhum,Red and Laterite Soil,Pearlmillet
42,24,35,7.5,78,35,1575,825,Birbhum,Red and Laterite Soil,Pearlmillet
40,20,30,6.4,76,25,1250,600,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
45,22,35,6.7,74,26,1350,650,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
38,18,28,6.2,77,24,1200,580,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
42,20,32,6.5,75,23,1300,620,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
48,24,38,6.8,72,27,1450,700,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
41,21,31,6.6,75,24,1275,610,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
46,23,36,6.9,73,25,1375,660,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
39,19,29,6.3,76,23,1225,590,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
43,21,33,6.6,74,22,1325,630,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
49,25,39,7,71,26,1475,710,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
42,22,34,6.7,76,25,1300,640,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
47,24,37,7,74,26,1400,680,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
40,20,30,6.5,77,24,1250,605,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
44,22,35,6.8,75,25,1350,655,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
38,18,28,6.4,78,23,1200,585,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
42,20,32,6.6,76,22,1300,625,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
48,24,38,7,73,27,1450,705,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
41,21,31,6.7,76,24,1275,615,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
45,23,36,7,74,25,1375,665,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
39,19,29,6.5,77,23,1225,595,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
43,21,33,6.8,75,22,1325,635,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
49,25,39,7.1,72,26,1475,715,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
42,22,34,6.9,77,25,1300,645,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
47,24,37,7.2,75,26,1400,685,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
40,20,30,6.6,78,24,1250,610,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
44,22,35,6.9,76,25,1350,660,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
38,18,28,6.5,79,23,1200,590,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
42,20,32,6.8,77,22,1300,630,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
48,24,38,7.2,74,27,1450,710,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
41,21,31,6.8,77,24,1275,620,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
45,23,36,7.1,75,25,1375,670,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
39,19,29,6.6,78,23,1225,600,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
43,21,33,7,76,22,1325,640,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
49,25,39,7.3,73,26,1475,720,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
42,22,34,7,78,25,1300,650,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
47,24,37,7.4,76,26,1400,690,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
40,20,30,6.7,79,24,1250,615,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
44,22,35,7.2,77,25,1350,665,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
38,18,28,6.6,80,23,1200,595,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
42,20,32,7.1,78,22,1300,635,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
48,24,38,7.5,75,27,1450,715,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
41,21,31,6.9,78,24,1275,625,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
45,23,36,7.3,76,25,1375,675,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
39,19,29,6.7,79,23,1225,605,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
43,21,33,7.2,77,22,1325,645,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
49,25,39,7.4,74,26,1475,725,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
42,22,34,7.3,79,25,1300,655,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
47,24,37,7.6,77,26,1400,695,Birbhum,Red and Laterite Soil,Redgram (Pigeon Pea)
28,14,22,6.1,80,23,1300,500,Birbhum,Red and Laterite Soil,Horsegram
32,16,25,6.3,78,25,1400,550,Birbhum,Red and Laterite Soil,Horsegram
26,12,20,5.9,82,24,1200,470,Birbhum,Red and Laterite Soil,Horsegram
30,15,22,6.2,79,26,1350,520,Birbhum,Red and Laterite Soil,Horsegram
34,18,27,6.5,76,24,1500,580,Birbhum,Red and Laterite Soil,Horsegram
29,14,23,6,81,22,1325,510,Birbhum,Red and Laterite Soil,Horsegram
33,17,26,6.4,79,24,1425,560,Birbhum,Red and Laterite Soil,Horsegram
27,13,21,5.8,83,23,1225,480,Birbhum,Red and Laterite Soil,Horsegram
31,15,23,6.1,80,25,1375,530,Birbhum,Red and Laterite Soil,Horsegram
35,19,28,6.6,77,23,1525,590,Birbhum,Red and Laterite Soil,Horsegram
28,14,22,6.2,81,22,1310,505,Birbhum,Red and Laterite Soil,Horsegram
32,16,25,6.4,79,24,1410,555,Birbhum,Red and Laterite Soil,Horsegram
26,12,20,6,83,23,1210,475,Birbhum,Red and Laterite Soil,Horsegram
30,15,22,6.3,80,25,1360,525,Birbhum,Red and Laterite Soil,Horsegram
34,18,27,6.7,77,23,1510,585,Birbhum,Red and Laterite Soil,Horsegram
29,14,23,6.1,82,22,1320,515,Birbhum,Red and Laterite Soil,Horsegram
33,17,26,6.5,80,24,1420,565,Birbhum,Red and Laterite Soil,Horsegram
27,13,21,5.9,84,23,1220,485,Birbhum,Red and Laterite Soil,Horsegram
31,15,23,6.2,81,25,1370,535,Birbhum,Red and Laterite Soil,Horsegram
35,19,28,6.8,78,23,1520,595,Birbhum,Red and Laterite Soil,Horsegram
28,14,22,6.3,82,22,1325,520,Birbhum,Red and Laterite Soil,Horsegram
32,16,25,6.6,80,24,1425,570,Birbhum,Red and Laterite Soil,Horsegram
26,12,20,6.1,84,23,1225,490,Birbhum,Red and Laterite Soil,Horsegram
